"Nome Completo";"Nome para Urna Eletronica";"Numero do Candidato";"Situacao";"Sigla do Partido";"Numero do Partido";"Nome da Coligacao";"Composicao da Coligacao";"Cargo";"Sexo";"Data de Nascimento";"Estado Civil";"Ocupacao";"Grau de Instrucao";"Nacionalidade";"Municipio/UF de Nascimento";"Julgamento da Prest. de Contas";"Resultado da Eleicao";"Numero Protocolo";"Numero Processo";"CNPJ de Campanha"
"SALVADOR DORNELAS DE ASSIS";"SALVADOR ASSIS";28369;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1961-03-02";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"NOVA ERA / MG";;"Suplente";415892010;"4418-63.2010.6.13.0000";"12.175.886/0001-93"
"SAMUEL DE SOUZA FÉLIX";"SAMUEL FÉLIX";13030;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1965-11-20";"Casado(a)";"Músico";"Ensino Médio completo";"Brasileira nata";"RECIFE / PE";;"Suplente";421032010;"4909-70.2010.6.13.0000";"12.177.866/0001-51"
"SANDRA DA SILVA GOMES";"SANDRA DA SILVA";70800;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Feminino";"1963-01-03";"Separado(a) judicialmente";"Estudante, Bolsista, Estagiário e Assemelhados";"Superior incompleto";"Brasileira nata";"RIO DE JANEIRO / RJ";;"Suplente";416902010;"4553-75.2010.6.13.0000";"12.175.715/0001-64"
"SANDRA MARIA";"SANDRA";12580;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Feminino";"1965-03-10";"Solteiro(a)";"Professor e Instrutor de Formação Profissional";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";429592010;"5287-26.2010.6.13.0000";"12.190.903/0001-61"
"SANDRA RUBIA BATISTA SOARES MELO";"SANDRA RUBIA";20111;"INAPTO (Indeferido)";"PSC";20;0;0;"Deputado Estadual";"Feminino";"1960-10-06";"Casado(a)";"Dona de Casa";"Ensino Médio completo";"Brasileira nata";"ITAOBIM / MG";;;412912010;"4105-05.2010.6.13.0000";"12.332.414/0001-05"
"SANDRO CESAR TOLEDO";"SANDRO CESAR";17930;"INAPTO (Indeferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1978-08-10";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"TRES CORAÇOES / MG";;;407432010;"3867-83.2010.6.13.0000";"12.169.088/0001-59"
"SANDRO LUCIO DE SOUZA COELHO";"PROF SANDRO COELHO";40800;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1973-09-06";"Solteiro(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"MANHUACU / MG";;"Suplente";419042010;"4710-48.2010.6.13.0000";"12.181.769/0001-32"
"SAUL ALVES CARNEIRO";"SAUL CARNEIRO";36111;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1964-11-10";"Casado(a)";"Pecuarista";"Superior completo";"Brasileira nata";"ARAXÁ / MG";;"Suplente";415902010;"4420-33.2010.6.13.0000";"12.177.351/0001-51"
"SAULO DE TARSO SILVA";"SAULO DA PAMONHA";36253;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1966-11-06";"Casado(a)";"Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados";"Ensino Médio completo";"Brasileira nata";"TEÓFILO OTONI / MG";;"Suplente";498602010;"5665-79.2010.6.13.0000";"12.241.588/0001-54"
"SEBASTIÃO BATISTA DA SILVA";"TIÃOZINHO MOTORISTA";14234;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1960-08-27";"Casado(a)";"Motorista de Veículos de Transporte Coletivo de Passageiros";"Ensino Médio completo";"Brasileira nata";"DOM JOAQUIM / MG";;"Suplente";419052010;"4711-33.2010.6.13.0000";"12.175.898/0001-18"
"SEBASTIÃO COSTA DA SILVA";"SEBASTIÃO COSTA";23450;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1949-07-12";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"DIVINO / MG";;"Média";420152010;"4873-28.2010.6.13.0000";"12.172.311/0001-17"
"SEBASTIÃO DE ASSIS AVELLAR PIERMATTEI";"SEBASTIÃO DE ASSIS";13023;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1955-03-23";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"ITAPERUNA / RJ";;"Suplente";421052010;"4911-40.2010.6.13.0000";"12.167.289/0001-17"
"SEBASTIAO FERREIRA DOS SANTOS";"TIÃO";10444;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1955-06-26";"Casado(a)";"Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados";"Ensino Fundamental completo";"Brasileira nata";"FREI INOCENCIO / MG";;"Suplente";421042010;"4910-55.2010.6.13.0000";"12.199.864/0001-63"
"SEBASTIAO FERREIRA DOS SANTOS";"TIAO";19340;"INAPTO (Indeferido)";"PTN";19;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1955-06-26";"Casado(a)";"Comerciante";"Ensino Fundamental completo";"Brasileira nata";"FREI INOCENCIO / MG";;;423752010;"4972-95.2010.6.13.0000";
"SEBASTIÃO GERALDO DA SILVA";"TIÃOZINHO DA ASSOCIAÇÃO";36347;"INAPTO (Renúncia)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1975-01-20";"Casado(a)";"Motorista Particular";"Ensino Médio completo";"Brasileira nata";"IPANEMA / MG";;;415912010;"4421-18.2010.6.13.0000";"12.172.602/0001-05"
"SEBASTIÃO LUIZ DA COSTA";"LUIZ COSTA";22400;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1957-01-30";"Casado(a)";"Corretor de Imóveis, Seguros, Títulos e Valores";"Ensino Fundamental completo";"Brasileira nata";"URUCANIA / MG";;"Suplente";411922010;"4016-79.2010.6.13.0000";"12.174.802/0001-05"
"SEBASTIAO RIBEIRO DOS SANTOS";"TIÃO RIBEIRO DOS SANTOS";50060;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1979-07-06";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"SAO FRANCISCO / MG";;"Não eleito";422642010;"3733-56.2010.6.13.0000";"12.169.023/0001-03"
"SEBASTIÃO RODRIGUES FREITAS";"SEBASTIÃO RODRIGUES";12145;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1975-11-22";"Casado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"CAPELINHA / MG";;"Suplente";429602010;"5288-11.2010.6.13.0000";"12.189.380/0001-33"
"SEBASTIAO VINICIO MENDES DA CRUZ";"VINICIUS DO PSOL";50010;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1982-01-17";"Solteiro(a)";"Comerciante";"Superior incompleto";"Brasileira nata";"UBAI / MG";;"Não eleito";422652010;"3734-41.2010.6.13.0000";"12.169.586/0001-00"
"SEBASTIÃO WELLINGTON PIMENTA DE FIGUEIREDO";"DR. SEBASTIÃO PIMENTA";36650;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1957-05-07";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"DIAMANTINA / MG";;"Suplente";415922010;"4423-85.2010.6.13.0000";"12.174.299/0001-80"
"SERAPIAO CANDIDO DA SILVA NETO";"CANDIDO DA LOTACAO";50110;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1972-08-21";"Solteiro(a)";"Motorista de Veículos de Transporte Coletivo de Passageiros";"Ensino Médio completo";"Brasileira nata";"COLORADO / PR";;"Não eleito";422662010;"3736-11.2010.6.13.0000";"12.200.033/0001-64"
"SERGIO AFONSO SIQUEIRA";"SERGIO SEVILHA";70250;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1953-03-04";"Casado(a)";"Agricultor";"Superior completo";"Brasileira nata";"ARAÇATUBA / SP";;"Suplente";416912010;"4554-60.2010.6.13.0000";"12.180.165/0001-71"
"SERGIO APARECIDO CRUZ CARVALHO";"SERGINHO DE JESUS";50020;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1961-07-29";"Solteiro(a)";"Vendedor de Comércio Varejista e Atacadista";"Ensino Médio incompleto";"Brasileira nata";"ARAGUARI / MG";;"Não eleito";422672010;"3738-78.2010.6.13.0000";"12.176.435/0001-70"
"SÉRGIO AUGUSTO AFONSO CHAER";"SÉRGIO CHAER";65100;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1974-07-05";"Solteiro(a)";"Diretor de Empresas";"Superior completo";"Brasileira nata";"ARAXA / MG";;"Suplente";428732010;"5212-84.2010.6.13.0000";"12.191.207/0001-70"
"SERGIO CAVALCANTE TEIXEIRA";"SERGIO CAVALCANTE";70747;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1969-08-02";"Casado(a)";"Gerente";"Superior completo";"Brasileira nata";"CONTAGEM / MG";;"Suplente";416922010;"4555-45.2010.6.13.0000";"12.180.270/0001-00"
"SERGIO DE PAULA";"SERJÃO";13081;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1953-09-16";"Solteiro(a)";"Aposentado (Exceto Servidor Público)";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";421062010;"4912-25.2010.6.13.0000";"12.174.409/0001-03"
"SERGIO FERNANDO PEREIRA DE PINHO TAVARES";"SERGIO FERNANDO";31031;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1972-10-05";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";423762010;"4975-50.2010.6.13.0000";"12.180.975/0001-28"
"SERGIO LÚCIO DE ALMEIDA";"TENENTE LUCIO";12612;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1960-03-21";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"UBERLÂNDIA / MG";;"Eleito";429612010;"5289-93.2010.6.13.0000";"12.190.736/0001-59"
"SERGIO MACHADO DE ANDRADE";"SERGIO PATARO";44000;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1961-07-09";"Casado(a)";"Produtor Agropecuário";"Ensino Médio completo";"Brasileira nata";"GUARACIABA / MG";;"Suplente";416932010;"4556-30.2010.6.13.0000";"12.176.518/0001-60"
"SERGIO MARTINS DA SILVA";"PROFESSOR SERGINHO";14777;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1974-04-17";"Casado(a)";"Publicitário";"Superior completo";"Brasileira nata";"IPATINGA / MG";;"Suplente";419062010;"4712-18.2010.6.13.0000";"12.169.194/0001-32"
"SERGIO MENDES PIRES";"SERGIO MENDES";40613;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1976-08-05";"Casado(a)";"Jornalista e Redator";"Superior completo";"Brasileira nata";"SAO JOAO DO ORIENTE / MG";;"Suplente";419072010;"4713-03.2010.6.13.0000";"12.181.805/0001-68"
"SERGIO POLISTEZUQ";"POLISTEZUA";50070;"INAPTO (Indeferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1954-07-08";"Divorciado(a)";"Auxiliar de Escritório e Assemelhados";"Ensino Fundamental completo";"Brasileira nata";"SÃO PAULO / SP";;;441202010;"5581-78.2010.6.13.0000";"12.204.971/0001-32"
"SÉRGIO RICARDO GOMES";"PROFESSOR SÉRGIO";10142;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1975-08-11";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"FORMIGA / MG";;"Suplente";421072010;"4913-10.2010.6.13.0000";"12.168.979/0001-90"
"SERGIO SILVA BALBINO";"BALBINO DA AMBULANCIA";70070;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1960-05-03";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"RIO DE JANEIRO / RJ";;"Suplente";416942010;"4557-15.2010.6.13.0000";"12.176.124/0001-01"
"SHANKINI FERREIRA DE SOUZA";"SHANKINY SOUZA";70852;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1977-08-27";"Solteiro(a)";"Jornalista e Redator";"Superior completo";"Brasileira nata";"BRASILIA DE MINAS / MG";;"Suplente";416952010;"4558-97.2010.6.13.0000";"12.168.740/0001-10"
"SIDCLEI PEREIRA DE SOUZA";"PROFESSOR SIDCLEI PEREIRA";65150;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1976-09-09";"Solteiro(a)";"Professor de Ensino Fundamental";"Superior completo";"Brasileira nata";"MANGA / MG";;"Suplente";434572010;"5349-66.2010.6.13.0000";"12.241.586/0001-65"
"SIDNELSON PEREIRA";"CANTOR GOSPEL NELSON LIMA";44900;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1967-08-09";"Casado(a)";"Músico";"Ensino Fundamental incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";416962010;"4559-82.2010.6.13.0000";"12.180.203/0001-96"
"SIDNEY ANTONIO DE SOUZA";"SIDINHO DO FERROTACO";31022;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1961-12-22";"Casado(a)";"Empresário";"Superior completo";"Brasileira nata";"SAO JOAO DEL REI / MG";;"Suplente";423772010;"4977-20.2010.6.13.0000";"12.174.175/0001-02"
"SIDNEY OLIMPIO MACEDO DE SOUZA";"SIDNEY DIRETOR DO OLIMPIO OLEG";65789;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1968-05-26";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"JANUARIA / MG";;"Suplente";428742010;"5213-69.2010.6.13.0000";"12.191.174/0001-68"
"SIDNEY VITOR DE SOUZA";"SIDNEY SOUZA";70234;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1960-07-17";"Divorciado(a)";"Servidor Público Municipal";"Superior completo";"Brasileira nata";"FREI INOCENCIO / MG";;"Suplente";416972010;"4560-67.2010.6.13.0000";"12.190.585/0001-39"
"SILMAR PAULO MOREIRA RATES";"DR SILMAR";15030;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1957-06-28";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"VESPASIANO / MG";;"Suplente";442622010;"5444-96.2010.6.13.0000";"12.204.637/0001-89"
"SILVANA ALMEIDA SCHMIDT";"SILVANA SCHMIDT";40226;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Feminino";"1957-04-05";"Viúvo(a)";"Outros";"Superior incompleto";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";419082010;"4714-85.2010.6.13.0000";"12.178.843/0001-61"
"SILVANIRA CAMILLO LELLIS AUGUSTO DA SILVA";"SILVANIRA CAMILLO";20299;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Feminino";"1943-01-08";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Médio incompleto";"Brasileira nata";"BARRA DE SAO FRANCISCO / ES";;"Suplente";412922010;"4106-87.2010.6.13.0000";"12.339.007/0001-11"
"SÍLVIO HIGINO DE REZENDE";"SILVINHO REZENDE";13677;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1962-06-04";"Casado(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"BETIM / MG";;"Suplente";421102010;"4916-62.2010.6.13.0000";"12.177.519/0001-29"
"SILVIO JOSÉ DA COSTA";"SILVIO COSTA";12222;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1939-04-25";"Separado(a) judicialmente";"Aposentado (Exceto Servidor Público)";"Ensino Fundamental completo";"Brasileira nata";"CAMPO BELO / MG";;"Suplente";429622010;"5290-78.2010.6.13.0000";"12.189.492/0001-94"
"SIMONE MARIA DOS SANTOS";"SIMONE SANTOS";50345;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Feminino";"1973-08-17";"Solteiro(a)";"Cabeleireiro e Barbeiro";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Não eleito";422682010;"3740-48.2010.6.13.0000";"12.181.051/0001-46"
"SIMONE SANTANA DE OLIVEIRA";"SIMONE SANTANA";23113;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Feminino";"1972-05-06";"Solteiro(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";420162010;"4875-95.2010.6.13.0000";"12.168.734/0001-63"
"SINESIO SILVA CAETANO";"SINESIO CAETANO";36850;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1972-08-14";"Casado(a)";"Motorista de Veículos de Transporte de Carga";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";415932010;"4424-70.2010.6.13.0000";"12.181.070/0001-72"
"SINVAL PEREIRA DA SILVA";"SINVAL PEREIRA";12346;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1937-09-13";"Casado(a)";"Servidor Público Civil Aposentado";"Superior completo";"Brasileira nata";"MIRALTA / MG";;"Suplente";429632010;"5291-63.2010.6.13.0000";"12.189.400/0001-76"
"SIRLENE DAS DORES DOS SANTOS";"SIRLENE SANTOS";13133;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1977-10-06";"Solteiro(a)";"Agente Administrativo";"Ensino Fundamental completo";"Brasileira nata";"SÃO SEBASTIÃO DO MARANHÃO / MG";;"Suplente";421082010;"4914-92.2010.6.13.0000";"12.169.581/0001-79"
"SOLANGE DALVA CONCEIÇÃO E SILVA";"SOLANGE SILVA";10112;"INAPTO (Renúncia)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1970-08-07";"Casado(a)";"Gerente";"Ensino Médio completo";"Brasileira nata";"SÃO JOÃO DO ORIENTE / MG";;;421092010;"4915-77.2010.6.13.0000";"12.167.160/0001-09"
"SONIA APARECIDA BARBOSA";"SONIA BARBOSA KATE MARRONE";14114;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Feminino";"1961-09-07";"Solteiro(a)";"Policial Civil";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";419092010;"4715-70.2010.6.13.0000";"12.179.699/0001-88"
"SONIA BARBOSA ANDRE ALMEIDA";"SONIA DIRETORA";33369;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Feminino";"1964-07-20";"Casado(a)";"Pedagogo";"Superior completo";"Brasileira nata";"BETIM / MG";;"Suplente";407442010;"3868-68.2010.6.13.0000";"12.178.311/0001-24"
"SONIA MARIA FERREIRA";"SONIA DO PINDUCA";11457;"INAPTO (Indeferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Feminino";"1955-01-09";"Casado(a)";"Dona de Casa";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;;440332010;"5427-60.2010.6.13.0000";"12.204.775/0001-68"
"SUZANE PEREIRA DA SILVA";"SUZANE DA SILVA";65221;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Feminino";"1986-06-14";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Superior incompleto";"Brasileira nata";"OSASCO / SP";;"Suplente";586042010;"6252-04.2010.6.13.0000";"12.332.316/0001-60"
"TANIA RAQUEL DE QUEIROZ MUNIZ";"RAQUEL MUNIZ";19025;"APTO (Deferido)";"PTN";19;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Feminino";"1963-07-24";"Casado(a)";"Empresário";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";439712010;"5417-16.2010.6.13.0000";"12.204.761/0001-44"
"TELMA DE SOUZA MENDES";"TELMA DO EMAUS";28177;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Feminino";"1959-03-20";"Divorciado(a)";"Dona de Casa";"Ensino Médio completo";"Brasileira nata";"LAVRAS / MG";;"Suplente";415942010;"4425-55.2010.6.13.0000";"12.177.758/0001-89"
"TEREZINHA GONÇALVES DO CARMO RAMOS";"TETE COSTUREIRA";36357;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Feminino";"1959-01-13";"Casado(a)";"Empresário";"Ensino Fundamental incompleto";"Brasileira nata";"ALVARENGA / MG";;"Suplente";567712010;"6075-40.2010.6.13.0000";"12.304.576/0001-21"
"TERSO AGUIAR DE SOUZA JÚNIOR";"PASTOR TERSO JÚNIOR";43743;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1965-03-13";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"CUIABÁ / MT";;"Suplente";410852010;"3979-52.2010.6.13.0000";"12.175.412/0001-41"
"THARSIS BASTOS DE BARROS";"THARSIS BASTOS";45200;"APTO (Deferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1954-10-07";"Solteiro(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"UBERABA / MG";;"Suplente";417512010;"4534-69.2010.6.13.0000";"12.172.598/0001-85"
"THIAGO APARECIDO SOARES";"THIAGO SOARES";50500;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1986-01-17";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"ITUIUTABA / MG";;"Não eleito";441102010;"5579-11.2010.6.13.0000";"12.203.994/0001-22"
"THIAGO FELIPE GOMES LIMA DO NASCIMENTO";"THIAGO NASCIMENTO";50123;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1985-05-04";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Superior incompleto";"Brasileira nata";"MONTES CLAROS / MG";;"Não eleito";441132010;"5580-93.2010.6.13.0000";"12.204.010/0001-28"
"TIAGO ULISSES DE CASTRO E OLIVEIRA";"TIAGO ULISSES";43111;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1973-11-21";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Eleito";410862010;"3980-37.2010.6.13.0000";"12.181.596/0001-52"
"ULYSSES GOMES DE OLIVEIRA NETO";"ULYSSES GOMES";13077;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1977-06-27";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"ITAJUBÁ / MG";;"Eleito";421112010;"4917-47.2010.6.13.0000";"12.168.568/0001-03"
"ULYSSES VICTOR ASSIS DE OLIVEIRA";"LICO";43012;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1965-01-14";"Separado(a) judicialmente";"Outros";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";587452010;"6265-03.2010.6.13.0000";"12.332.406/0001-50"
"VAIR DUTRA";"VAIR DUTRA";14369;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1966-07-09";"Solteiro(a)";"Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro)";"Ensino Fundamental incompleto";"Brasileira nata";"LAJINHA / MG";;"Suplente";419102010;"4716-55.2010.6.13.0000";"12.178.298/0001-03"
"VAIR GILSON DE LIMA";"IVAIR";12131;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1965-09-07";"Casado(a)";"Taxista";"Ensino Fundamental incompleto";"Brasileira nata";"DESTERRO DE ENTRE RIOS / MG";;"Suplente";429642010;"5292-48.2010.6.13.0000";"12.191.324/0001-33"
"VALDIR ALEIXO DOS SANTOS";"VALDIR ALEIXO";10333;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1953-10-23";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"FELIXLANDIA / MG";;"Suplente";421122010;"4918-32.2010.6.13.0000";"12.172.081/0001-96"
"VALDIR GOMES DOS SANTOS";"VALDIR DO TAXI";23523;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1970-03-01";"Casado(a)";"Taxista";"Ensino Médio completo";"Brasileira nata";"CAPELINHA / MG";;"Suplente";420172010;"4877-65.2010.6.13.0000";"12.180.189/0001-20"
"VALDIR GOMES SILVA";"VALDIR GOMES";22200;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1961-02-01";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"SAO JOAO DEL REI / MG";;"Suplente";411932010;"4018-49.2010.6.13.0000";"12.176.222/0001-49"
"VALDIRENE SOUZA DIAS ROCHA";"VALDIRENE";65432;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Feminino";"1967-12-12";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"COMERCINHO / MG";;"Suplente";428752010;"5214-54.2010.6.13.0000";"12.191.336/0001-68"
"VALDIVINO APARECIDO DE SOUZA";"BAIXINHO DO BARREIRO";10500;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1975-05-11";"Solteiro(a)";"Comerciante";"Ensino Fundamental completo";"Brasileira nata";"RIO VERMELHO / MG";;"Suplente";421132010;"4919-17.2010.6.13.0000";"12.167.570/0001-50"
"VALDOMIRO GONÇALVES DO NACIMENTO";"VALDOMIRO";22322;"INAPTO (Renúncia)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1940-01-15";"Viúvo(a)";"Militar Reformado";"Ensino Fundamental incompleto";"Brasileira nata";"MATERLANDIA / MG";;;411942010;"4019-34.2010.6.13.0000";"12.171.152/0001-36"
